currency,pathway,quarter,p05,p10,p25,p50,p75,p90,p95
CNY,retrenchment,2028Q1,1.320467879003867,1.4986877057542747,1.785697549646099,2.1203753686672666,2.4549100965711146,2.775687157046841,2.9825923824903064
CNY,retrenchment,2028Q2,1.260313758198861,1.4523682431544966,1.7755717464022274,2.1417773891500467,2.501243452638707,2.8590385200831396,3.0809218016832114
CNY,retrenchment,2028Q3,1.2024739447771688,1.4080026379056496,1.758521369696593,2.160780501741697,2.562420779455658,2.945921319231953,3.176999799071721
CNY,retrenchment,2028Q4,1.1321437113171129,1.3619949009033063,1.7439265298571525,2.1820187996045393,2.616419419496196,3.0317399425870795,3.2729409391460087
CNY,retrenchment,2029Q1,1.0679653987892734,1.3112856266631046,1.7333705510594388,2.199166095639857,2.6723006572846213,3.1158970246805735,3.3687900892829115
CNY,retrenchment,2029Q2,1.0095861238987136,1.2756210184844312,1.7181216065612075,2.213584669961977,2.726533264136582,3.20592018100202,3.476683242887753
CNY,retrenchment,2029Q3,0.9464341076391456,1.229740478260703,1.7077434136063363,2.2378707790861156,2.772110295242434,3.281141455696962,3.5811048239048793
CNY,retrenchment,2029Q4,0.8805666302509146,1.1902599972973866,1.6906121291560292,2.2573239589352614,2.8222705941313597,3.3607282116331945,3.6901752260747616
CNY,retrenchment,2030Q1,0.8206651139081821,1.135727549775011,1.6769102507925076,2.26951009374418,2.8788369195030197,3.4454185988409582,3.7823309691029197
CNY,retrenchment,2030Q2,0.7627877157014774,1.0871214724767881,1.6631837860486,2.2901694800069494,2.930185853765452,3.535358755974,3.8823873864142695
CNY,retrenchment,2030Q3,0.6846731325688132,1.0414597960290537,1.64269825219229,2.302214827257168,2.9819788328677435,3.6017617103394617,3.963779063693618
CNY,retrenchment,2030Q4,0.6326702101330098,1.0117343508124501,1.6306444545963465,2.3161189193482015,3.0347888803135508,3.680357868387747,4.072119253873281
CNY,retrenchment,2031Q1,0.5757427252628426,0.9546690081455574,1.6180587963551547,2.337856329336458,3.091151074304215,3.759762207641861,4.173058573677805
CNY,retrenchment,2031Q2,0.5289488919080446,0.9188731571535793,1.6031779985335317,2.3532206519933014,3.1445501553829707,3.8370687606957947,4.270617947156439
CNY,retrenchment,2031Q3,0.46816014548633855,0.8732158389199185,1.5904044935660786,2.3790097454551242,3.1966864616967303,3.9228404665121785,4.367300381977434
CNY,retrenchment,2031Q4,0.4014882814271767,0.8293404207004033,1.5764785506584456,2.392912033167788,3.247696360115693,4.009020567110101,4.452278492663702
CNY,retrenchment,2032Q1,0.34004324644812156,0.7873350852216414,1.5656563868678393,2.4161985951313727,3.296549315408107,4.101378335400225,4.55784709706497
CNY,retrenchment,2032Q2,0.2709663609981236,0.7491148293334369,1.548483623884387,2.4290586259571727,3.347774729287674,4.194094559881168,4.664509299760065
CNY,retrenchment,2032Q3,0.21171039667262206,0.7119724544089612,1.5331341786288175,2.445831939311747,3.400259143726073,4.264203410034094,4.760149379904144
CNY,retrenchment,2032Q4,0.1571790685461041,0.6566243289419635,1.5227734256358465,2.4695129071752957,3.4500170969995843,4.3390481637410385,4.881785785603736
CNY,retrenchment,2033Q1,0.10128249330158984,0.6238178141842158,1.5179339263084253,2.4959237668789527,3.50650470989787,4.421077783711115,4.994557044001122
CNY,retrenchment,2033Q2,0.042009733383209895,0.5720710722406214,1.495613572024463,2.516169261382463,3.5619180445146386,4.49906876135662,5.093256243881165
CNY,retrenchment,2033Q3,0.0,0.5348181157772177,1.4794872130139536,2.5271917905264716,3.6074485410414647,4.596775910303312,5.19493275983204
CNY,retrenchment,2033Q4,0.0,0.4775310752959201,1.4677465135483394,2.5553183959779853,3.65818603300885,4.6663017811760135,5.286094012461414
CNY,retrenchment,2034Q1,0.0,0.44885606686891777,1.4582262677057405,2.5725432419617604,3.7086626568359047,4.762410024442861,5.396353766193542
CNY,retrenchment,2034Q2,0.0,0.40779297912505924,1.4411376743244975,2.599685103080863,3.751172961885156,4.838806418377793,5.4849648330534455
CNY,retrenchment,2034Q3,0.0,0.35916688608064457,1.4073815780432875,2.6080072417961433,3.815654883194716,4.93101275828966,5.588254756101927
CNY,retrenchment,2034Q4,0.0,0.3314363581065917,1.4064068671801655,2.625947525739305,3.8691709570295485,5.006487681083349,5.680296556015963
CNY,retrenchment,2035Q1,0.0,0.27267927848406603,1.386618524413525,2.638007098798298,3.9294747701923534,5.07136150163159,5.76581274125013
