ally,year,pct_gdp,estimate,source
Portugal,2017,1.24,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2018,1.34,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2019,1.37,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2020,1.43,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2021,1.52,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2022,1.39,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2023,1.32,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2024,1.55,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2025,2.01,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Portugal,2026,2.1,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2014,1.35,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2015,1.45,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2016,1.43,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2017,1.73,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2018,1.8,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2019,1.84,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2020,2.01,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2021,1.86,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2022,1.76,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2023,1.61,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2024,2.17,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2025,2.19,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Romania,2026,2.43,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2014,0.98,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2015,1.11,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2016,1.11,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2017,1.1,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2018,1.22,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2019,1.7,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2020,1.9,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2021,1.71,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2022,1.8,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2023,1.74,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2024,1.99,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2025,2.03,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovak Republic,2026,2.02,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2014,0.98,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2015,0.94,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2016,1.02,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2017,0.99,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2018,1.02,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2019,1.06,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2020,1.07,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2021,1.24,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2022,1.3,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2023,1.31,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2024,1.34,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2025,1.57,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Slovenia,2026,1.61,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2014,0.92,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2015,0.92,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2016,0.8,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2017,0.9,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2018,0.92,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2019,0.9,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2020,1.0,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2021,1.02,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2022,1.13,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2023,1.17,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2024,1.42,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2025,2.0,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Spain,2026,2.0,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2014,1.07,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2015,1.02,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2016,0.98,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2017,0.98,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2018,0.98,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2019,1.05,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2020,1.1,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2021,1.44,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2022,1.49,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2023,1.71,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2024,2.2,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2025,2.85,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Sweden,2026,3.22,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2014,1.44,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2015,1.38,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2016,1.45,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2017,1.5,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2018,1.79,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2019,1.82,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2020,1.83,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2021,1.57,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2022,1.33,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2023,1.45,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2024,2.08,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2025,2.33,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
Türkiye,2026,2.85,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2014,2.13,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2015,2.02,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2016,2.07,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2017,2.06,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2018,2.08,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2019,2.06,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2020,2.33,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2021,2.25,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2022,2.22,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2023,2.22,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2024,2.28,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2025,2.32,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United Kingdom,2026,2.56,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2014,3.71,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2015,3.51,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2016,3.49,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2017,3.28,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2018,3.25,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2019,3.49,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2020,3.61,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2021,3.47,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2022,3.2,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2023,3.15,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2024,3.3,False,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2025,3.17,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
United States,2026,3.17,True,"NATO, Defence Expenditure of NATO Countries, 2026 edition, Table 3"
