ccy,measure,quarter,value,date,source
TOTAL,share_pct,2006-Q4,100.0,2006-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2006-Q4,3371088.64930889,2006-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2006-Q4,63.6672618202723,2006-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2007-Q1,13604.3553716278,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2007-Q1,0.241546638622463,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2007-Q1,1311661.01085389,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2007-Q1,23.2886674545895,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2007-Q1,287691.643583762,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2007-Q1,5.10799281326877,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2007-Q1,217883.188861106,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2007-Q1,3.86853698275938,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2007-Q1,216108.492372167,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2007-Q1,3.83702707583852,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2007-Q1,5632185.75477319,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2007-Q1,100.0,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2007-Q1,3585237.06373064,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2007-Q1,63.6562290349214,2007-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2007-Q2,12375.1017133154,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2007-Q2,0.207525482289555,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2007-Q2,1366544.71137303,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2007-Q2,22.9164056076231,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2007-Q2,326516.437451256,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2007-Q2,5.4755494320204,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2007-Q2,238501.000315828,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2007-Q2,3.99956592387661,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2007-Q2,238665.215061935,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2007-Q2,4.00231973917239,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2007-Q2,5963172.12555554,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2007-Q2,100.0,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2007-Q2,3780569.65964018,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2007-Q2,63.3986338150179,2007-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2007-Q3,14785.2923755277,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2007-Q3,0.23457377501697,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2007-Q3,1498286.83827128,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2007-Q3,23.7708386675709,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2007-Q3,336513.772974167,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2007-Q3,5.33890734568154,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2007-Q3,241839.10742071,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2007-Q3,3.83686104634003,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2007-Q3,258784.765059882,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2007-Q3,4.10570976313274,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2007-Q3,6303045.75797446,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2007-Q3,100.0,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2007-Q3,3952835.9818729,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2007-Q3,62.7131094022578,2007-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2007-Q4,14413.9570234176,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2007-Q4,0.214808160996282,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2007-Q4,1564998.52268673,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2007-Q4,23.3228428580763,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2007-Q4,380072.104454347,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2007-Q4,5.66413439912333,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2007-Q4,279915.171339934,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2007-Q4,4.17151675232578,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2007-Q4,270088.080714233,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2007-Q4,4.02506569368718,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2007-Q4,6710153.35570379,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2007-Q4,100.0,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2007-Q4,4200665.51948513,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2007-Q4,62.6016321357911,2007-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2008-Q1,16600.1909223376,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2008-Q1,0.229035772252225,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2008-Q1,1686303.00026637,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2008-Q1,23.2662209563831,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2008-Q1,379024.149659545,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2008-Q1,5.22946327699782,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2008-Q1,310518.508812509,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2008-Q1,4.28427882529844,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2008-Q1,285199.022054175,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2008-Q1,3.93494138515361,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2008-Q1,7247859.47587988,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2008-Q1,100.0,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2008-Q1,4570214.60416495,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2008-Q1,63.0560597839148,2008-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2008-Q2,18303.3606552099,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2008-Q2,0.245143513084014,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2008-Q2,1740384.49306573,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2008-Q2,23.3095974440975,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2008-Q2,398043.096867129,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2008-Q2,5.33113480977463,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2008-Q2,329008.076084684,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2008-Q2,4.40652386868937,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2008-Q2,299523.600045943,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2008-Q2,4.01162764314179,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2008-Q2,7466385.88349553,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2008-Q2,100.0,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2008-Q2,4681123.25677683,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2008-Q2,62.6959727212127,2008-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2008-Q3,18529.9097638284,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2008-Q3,0.246914547932734,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2008-Q3,1667604.88316784,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2008-Q3,22.2211500814526,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2008-Q3,392619.194792917,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2008-Q3,5.2317249370122,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2008-Q3,328034.17483067,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2008-Q3,4.37111734580125,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2008-Q3,299744.282163837,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2008-Q3,3.99414918200952,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2008-Q3,7504584.04292828,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2008-Q3,100.0,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2008-Q3,4798051.59820918,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2008-Q3,63.9349439057916,2008-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2008-Q4,16773.4860160933,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2008-Q4,0.22809669263497,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2008-Q4,1722013.96237798,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2008-Q4,23.4170576773844,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2008-Q4,361010.830753903,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2008-Q4,4.90925836295223,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2008-Q4,313291.761522495,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2008-Q4,4.2603436497638,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2008-Q4,317467.120742873,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2008-Q4,4.31712288025992,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2008-Q4,7353673.48922345,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2008-Q4,100.0,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2008-Q4,4623116.3278101,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2008-Q4,62.8681207370047,2008-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2009-Q1,16855.0186398419,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2009-Q1,0.234961904516255,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2009-Q1,1668005.68280888,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2009-Q1,23.2522906293496,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2009-Q1,340730.327036259,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2009-Q1,4.74984028659825,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2009-Q1,260532.538138216,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2009-Q1,3.63186909830574,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2009-Q1,310508.185103306,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2009-Q1,4.32853834805625,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2009-Q1,7173511.24410719,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2009-Q1,100.0,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2009-Q1,4576879.49238069,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2009-Q1,63.8024997331739,2009-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2009-Q2,16312.9472252859,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2009-Q2,0.215394737627666,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2009-Q2,1823545.37037966,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2009-Q2,24.0779346111192,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2009-Q2,386890.144112852,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2009-Q2,5.10846384353806,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2009-Q2,263391.918687121,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2009-Q2,3.47780400655747,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2009-Q2,361109.215293752,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2009-Q2,4.76805469967838,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2009-Q2,7573512.42883412,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2009-Q2,100.0,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2009-Q2,4722262.83313545,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2009-Q2,62.3523481014793,2009-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2009-Q3,16518.3679675953,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2009-Q3,0.209416894152011,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2009-Q3,1907563.4612337,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2009-Q3,24.1837460112942,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2009-Q3,406420.771269756,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2009-Q3,5.15252934219309,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2009-Q3,276506.336479485,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2009-Q3,3.50549753537876,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2009-Q3,444008.082354335,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2009-Q3,5.62905450268714,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2009-Q3,7887791.49575438,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2009-Q3,100.0,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2009-Q3,4836774.4764495,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2009-Q3,61.3197557142948,2009-09-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2009-Q4,17112.5311866067,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2009-Q4,0.209285240041787,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2009-Q4,1966218.23918837,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2009-Q4,24.0467322850019,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2009-Q4,408822.582590539,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2009-Q4,4.99987590374293,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2009-Q4,273775.167501283,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2009-Q4,3.3482540381186,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2009-Q4,425842.840204983,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2009-Q4,5.2080326434776,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2009-Q4,8176654.59025679,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2009-Q4,100.0,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2009-Q4,5084883.22958501,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2009-Q4,62.1878198896172,2009-12-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2010-Q1,17515.7470394204,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2010-Q1,0.210800107010814,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2010-Q1,1978259.69121269,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2010-Q1,23.8081398220863,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2010-Q1,421291.571841998,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2010-Q1,5.07019816095642,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2010-Q1,300157.534699017,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2010-Q1,3.6123632233472,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2010-Q1,457991.752898804,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2010-Q1,5.51188084092889,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2010-Q1,8309173.69435768,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2010-Q1,100.0,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2010-Q1,5133957.39666575,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2010-Q1,61.7866178456704,2010-03-31,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,claims_usd_m,2010-Q2,18580.0537282552,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
CHF,share_pct,2010-Q2,0.220102547137286,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,claims_usd_m,2010-Q2,1939181.69587421,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
EUR,share_pct,2010-Q2,22.9718835513829,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,claims_usd_m,2010-Q2,413435.564360753,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
GBP,share_pct,2010-Q2,4.89762958298445,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,claims_usd_m,2010-Q2,321491.860119659,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
JPY,share_pct,2010-Q2,3.80844847550858,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,claims_usd_m,2010-Q2,467576.556372808,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
OTHER,share_pct,2010-Q2,5.5389931883152,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,claims_usd_m,2010-Q2,8441544.16653166,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
TOTAL,share_pct,2010-Q2,100.0,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,claims_usd_m,2010-Q2,5281278.43607598,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
USD,share_pct,2010-Q2,62.5629426546716,2010-06-30,"IMF COFER (IMF.STA COFER 7.0.1, retrieved 2026-07-24)"
