episode,area,awrp_pre_pct_hull,awrp_during_pct_hull,multiple,date,source
Mideast Gulf 2026,Persian/Arabian Gulf and Gulf of Oman,0.175,1.0,5.7,2026-06,"Argus Media explainer on war risk insurance and AWRP, June 2026"
