quarter,ccy,flow_share_pct,source
2012-Q4,JPY,-3.620003350459234,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q1,JPY,-1.2555064752067875,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q2,JPY,9.41892480720012,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q3,JPY,1.8447583348284249,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q4,JPY,-2.2902621781773504,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2014-Q1,JPY,5.526252166406711,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2014-Q2,JPY,3.337367512105717,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2015-Q2,JPY,-79.27908347457367,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2016-Q1,JPY,-1285.732714628649,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2016-Q2,JPY,58.94073823835056,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2016-Q3,JPY,17.724323460579743,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q1,JPY,16.207149138432722,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q2,JPY,4.293510843736898,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q3,JPY,-0.9611935569347686,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q4,JPY,15.11823441871773,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2018-Q1,JPY,-5.754381970724267,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2018-Q4,JPY,11.0417889430521,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2019-Q1,JPY,13.1202466561814,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2019-Q2,JPY,12.801225346929995,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2019-Q4,JPY,6.44915539004667,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2020-Q2,JPY,-3.1343482379116763,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2020-Q3,JPY,5.322498523196413,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2020-Q4,JPY,5.926102914609284,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2021-Q2,JPY,-4.962296081484906,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2021-Q3,JPY,24.091051758955423,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2021-Q4,JPY,-6.884005577889394,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2022-Q4,JPY,7.667740958897682,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2023-Q1,JPY,-0.6380815991236963,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2023-Q2,JPY,25.30215702299649,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2023-Q4,JPY,5.407836351537636,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2024-Q1,JPY,6.627626557629715,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2024-Q3,JPY,4.828646544401156,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q1,JPY,7.257565270629436,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q2,JPY,1.5314436239814808,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q3,JPY,12.838431821920505,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q4,JPY,4.750608364918187,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
1999-Q2,GBP,2.2720352367380072,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
1999-Q3,GBP,1.4405680820540592,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
1999-Q4,GBP,2.5225706945453186,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2000-Q1,GBP,3.4044861692619373,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2000-Q2,GBP,-9.21354624667328,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2000-Q3,GBP,2.875174557187574,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2000-Q4,GBP,3.2191333659418064,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2001-Q1,GBP,-11.77073066099496,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2001-Q2,GBP,-24.981109418617457,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2001-Q3,GBP,0.9603858654969047,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2001-Q4,GBP,3.4785934859876515,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2002-Q1,GBP,7.391163005905767,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2002-Q2,GBP,1.3824511504435564,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2002-Q3,GBP,6.915422566301046,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2002-Q4,GBP,2.835969808930693,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2003-Q1,GBP,-0.5233725279846936,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2003-Q2,GBP,1.8528506312643638,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2003-Q3,GBP,1.6134474666588807,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2003-Q4,GBP,4.769470508193275,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2004-Q1,GBP,2.749780330936231,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2004-Q2,GBP,4.383334551454704,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2004-Q3,GBP,6.447717509725158,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2004-Q4,GBP,3.7212548093990363,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2005-Q1,GBP,3.2825845432410494,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2005-Q2,GBP,1.7941243038581083,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2005-Q3,GBP,2.2938789383513174,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2005-Q4,GBP,3.612043071657367,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2006-Q1,GBP,5.59018141358088,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2006-Q2,GBP,4.240757470821433,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2006-Q3,GBP,2.883086991615812,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2006-Q4,GBP,3.2872138792878514,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2007-Q1,GBP,1.0117612493166148,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2007-Q2,GBP,5.8650139846731415,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2007-Q3,GBP,1.4707430305432663,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2007-Q4,GBP,5.349732076130451,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2008-Q1,GBP,-0.09744679811890675,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2008-Q2,GBP,4.351635899546626,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2008-Q3,GBP,-7.0996903447158175,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2009-Q2,GBP,5.769960045006509,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2009-Q3,GBP,3.1072109492198052,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2009-Q4,GBP,0.41573523348842056,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2010-Q1,GBP,4.704600644585631,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2010-Q2,GBP,-2.9674319930351856,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2010-Q3,GBP,1.8094130454698227,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2010-Q4,GBP,1.7808458198291497,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2011-Q1,GBP,2.3869072115486625,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2011-Q2,GBP,2.1612913480141094,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2011-Q3,GBP,-3.0617843097747497,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2011-Q4,GBP,-3.2949429571643623,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2012-Q1,GBP,4.837969472189514,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2012-Q2,GBP,-3.5225548965109708,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2012-Q3,GBP,5.988522936159408,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2012-Q4,GBP,-0.27400681298811935,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q1,GBP,-1.1067332979706181,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q2,GBP,-0.9952086856778197,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q3,GBP,3.9558085901126105,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2013-Q4,GBP,4.308353448746878,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2014-Q1,GBP,0.00910705155734633,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2014-Q2,GBP,2.321193886676774,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2015-Q2,GBP,101.72295059732825,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2016-Q1,GBP,-2871.904440660673,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2016-Q2,GBP,-16.936545822732025,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2016-Q3,GBP,-35.1215797903554,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q1,GBP,-0.5470127736343199,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q2,GBP,5.287728463143216,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q3,GBP,3.8926512559202417,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2017-Q4,GBP,2.515470706435403,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2018-Q1,GBP,3.2400525647117764,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2018-Q4,GBP,-2.857843241681599,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2019-Q1,GBP,4.7461389469146065,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2019-Q2,GBP,-0.3272328033818331,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2019-Q4,GBP,7.602941004491827,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2020-Q2,GBP,3.68833356776197,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2020-Q3,GBP,4.254302186618748,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2020-Q4,GBP,4.584480728175112,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2021-Q2,GBP,2.704399765053963,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2021-Q3,GBP,-1.8521090387077217,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2021-Q4,GBP,12.227064078710201,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2022-Q4,GBP,7.072211836852434,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2023-Q1,GBP,-18.5375182018265,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2023-Q2,GBP,15.94323258096393,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2023-Q4,GBP,1.8708228111995209,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2024-Q1,GBP,8.63841871836102,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2024-Q3,GBP,3.6013721720352656,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q1,GBP,2.7755790643902953,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q2,GBP,3.8458143930493676,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q3,GBP,-12.091199969750598,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
2025-Q4,GBP,-3.6094125744793093,Derived from IMF COFER allocated claims; each currency's share of the quarterly change in total allocated claims
